CpG,gamma_mean,gamma_sd,gamma_lower,gamma_upper,p_gamma_gt_0
cg12658208,-0.1085558907831766,0.4848450660606111,-1.0588522202619743,0.8417404386956212,0.41141829572953315
cg26269403,-0.0035429616828715,0.4054478223970625,-0.798220693581114,0.791134770215371,0.49651393065384486
cg22877475,-0.0242083166338322,0.2838489474702533,-0.5805522536755287,0.5321356204078643,0.46601704526950216
cg08212459,-0.0249048462886641,0.5237003512904562,-1.0513575348179582,1.00154784224063,0.4810352380352727
cg10853543,-0.0296280773812388,0.2973027422852101,-0.6123414522602506,0.5530852974977729,0.46030861620810826
cg21166041,-0.0467378706505796,0.3938887128675307,-0.8187597478709396,0.7252840065697805,0.4527733335157498
cg20963367,-0.0577660522705406,0.3510284223305017,-0.7457817600383239,0.6302496554972428,0.4346442447467844
cg23882198,0.0009717307586691,0.1996080521267158,-0.3902600514096939,0.39220351292703204,0.5019421208184958
cg17030233,-0.0345907757937316,0.4457026575195797,-0.9081679845321078,0.8389864329446446,0.46906932889666
cg26280489,-0.022854214562216,0.4925361800592361,-0.9882251274783188,0.9425166983538867,0.48149528473320624
cg00247972,-0.030292279171313,0.3094368444804842,-0.6367884943530621,0.576203936010436,0.4610078874159985
cg11701748,-0.0371484347524096,0.5531850460556944,-1.1213911250215707,1.0470942555167515,0.4732296632357105
cg17276603,-0.0496204332065097,0.5292415266579055,-1.0869338254560044,0.9876929590429849,0.4626508433853672
cg13455248,-0.0118701091510142,0.305517470116901,-0.6106843505801401,0.5869441322781118,0.4845040046328173
cg16245119,-0.0022171333426911,0.277975477921101,-0.547049070068049,0.5426148033826668,0.49681806877299783
cg05035791,-0.0080146158023004,0.4660351815205551,-0.9214435715825885,0.9054143399779876,0.4931395490434072
cg22212874,-0.0210987033507521,0.3660083188121616,-0.7384750082225889,0.6962776015210846,0.47701553483931247
cg21410921,-0.0241422194546191,0.425217998832079,-0.857569497165494,0.8092850582562557,0.47736177648676137
cg25200003,-0.0297290446978738,0.4446745266840826,-0.9012911169986757,0.841833027602928,0.4733482741215439
cg03688394,-0.0215568177710922,0.4221185251371627,-0.848909127039931,0.8057954914977467,0.47963560244397674
cg06724527,0.0088241811366525,0.2112210848434412,-0.40516914515649227,0.4228175074297973,0.5166617608186888
cg18572871,-0.0278475340070641,0.2210073242853117,-0.461021889606275,0.40532682159214684,0.44986486782328317
cg17092728,-0.0178193422720789,0.2417088414740404,-0.49156867156119805,0.4559299870170403,0.47061565975546626
cg07776022,-0.0309551875313022,0.235651247671984,-0.4928316329683909,0.43092125790578645,0.44774519836838256
cg27643971,0.0469071534955977,0.3717745803165483,-0.681771023924837,0.7755853309160324,0.5502016985527634
cg08577341,0.0157812386687639,0.2529693078146793,-0.4800386046480075,0.5116010819855353,0.5248714840109725
cg01766000,0.001298378221776,0.4367914042253192,-0.8548127740598496,0.8574095305034016,0.5011858685880786
cg00295657,-0.0592237404071762,0.479251620414734,-0.9985569164200548,0.8801094356057025,0.4508257110136634
cg13853164,-0.0484433560314572,0.3569506639566182,-0.7480666573864289,0.6511799453235144,0.4460235197405258
cg02487734,-0.0218941959065697,0.2860925009982494,-0.5826354978631385,0.5388471060499991,0.46949936771746914
cg06793066,-0.036178490383376,0.5029798423017485,-1.022018981294803,0.9496620005280512,0.47132947984958085
cg26269295,-0.1043061519619978,0.544691308149974,-1.171901115935947,0.9632888120119513,0.4240685464409507
cg26614705,0.0022687417251141,0.1944469352601868,-0.37884725138485204,0.38338473483508023,0.5046546193225397
cg12029983,0.0472926303049184,0.3370587628476228,-0.6133425448764224,0.7079278054862591,0.555792368905307
cg10918171,-0.0014971605622505,0.4494456157686905,-0.8824105674688839,0.879416246344383,0.49867107493483975
cg24240262,-0.0058971090873571,0.5157418675655553,-1.0167511695158455,1.0049569513411312,0.49543850318898786
cg19792425,-0.041528014600054,0.4682083789865688,-0.9592164374137288,0.8761604082136208,0.4646619219365704
cg04627377,0.0352324975418311,0.4502462879073883,-0.84725022675665,0.9177152218403122,0.5311860460462761
cg14273280,0.0250227402495749,0.491525736547334,-0.9383677033831997,0.9884131838823494,0.5203007046607839
cg16524928,0.0169916875703483,0.4822707359265792,-0.9282589548457469,0.9622423299864435,0.5140528958034384
cg05813026,-0.0475066033526851,0.2788930580797056,-0.594136997188908,0.49912379048353783,0.4323714343465377
cg17548032,-0.0663979627253785,0.4980386860316084,-1.042553787347331,0.9097578618965739,0.4469705960930722
cg25455822,0.0102302226166907,0.3361324677737794,-0.6485894142199169,0.6690498594532983,0.5121399708215755
cg14130066,-0.0366703452943827,0.4742902458442241,-0.9662792271490619,0.8929385365602964,0.4691859802464112
cg23263484,-0.00430824085688,0.5123171038005795,-1.0084497643060157,0.9998332825922558,0.4966452043819116
cg11929511,0.0059930528712336,0.3699496414594476,-0.7191082443892837,0.731094350131751,0.5064624406746209
cg16475116,-0.018853878577132,0.2523237837325118,-0.5134084946928551,0.4757007375385911,0.47021836022513763
cg22152658,0.0029793075234035,0.35440530397145,-0.6916550882606385,0.6976137033074454,0.5033536680320397
cg20935647,0.0160147361922451,0.2998290801478736,-0.5716502608975871,0.6036797332820774,0.5212985304579594
cg11287852,0.035885948110197,0.3162610450070931,-0.5839857001037055,0.6557575963240995,0.5451707855348764
cg05932603,0.0311116806692672,0.4166334184485852,-0.7854898194899598,0.8477131808284941,0.5297629494779641
cg02437705,0.0003288754943567,0.4579924308244983,-0.89733628892166,0.8979940399103733,0.5002864727003786
cg21140773,-0.0027355300383538,0.2500757907115554,-0.49288407983300236,0.48741301975629475,0.49563613564979725
cg09452662,-0.0345271616456204,0.4733578152862584,-0.9623084796066869,0.893254156315446,0.47092655962345487
cg02786606,-0.0188232393097299,0.2903605434659815,-0.5879299045030537,0.5502834258835938,0.4741558220349458
cg00833227,0.0052501850376936,0.2971801506987108,-0.5772229103317795,0.5877232804071667,0.5070476168669954
cg22849022,-0.0191712055063383,0.2542321938577264,-0.517466305467482,0.4791238944548054,0.46994494662081276
cg14284338,-0.0307628599990352,0.2561899531085534,-0.5328951680917998,0.47136944809372944,0.452210551841561
cg08511741,-0.0437605112361076,0.2666472053657212,-0.566389033752921,0.4788680112807059,0.4348207420824316
cg11812236,0.0011867585009136,0.2050166151332316,-0.40064580716022036,0.40301932416204755,0.5023093030694489
cg00576774,-0.0417819700389394,0.2880323843699417,-0.6063254434040252,0.5227615033261465,0.4423317602441701
cg27647480,-0.0196105552216059,0.277624064111987,-0.5637537208811004,0.5245326104378886,0.47184329640748957
cg13204934,-0.0130116951638869,0.3100679961786346,-0.6207449676740108,0.594721577346237,0.4832636960523281
cg27123709,-0.0176705880661455,0.4344405091401389,-0.8691739859808177,0.8338328098485267,0.48377775268452805
cg13028739,-0.0522447080047232,0.5147556309809542,-1.0611657447273934,0.9566763287179469,0.4595790830375672
cg21062691,0.0107485827016927,0.2387003926034842,-0.4571041868011363,0.4786013522045217,0.5179581414255899
cg17179767,0.001137441433064,0.2277232963505119,-0.4452002194139393,0.44747510228006726,0.5019926445804466
cg18058532,0.0004206276891817,0.3125200667515149,-0.6121187031437875,0.6129599585221509,0.5005369451011665
cg24557648,-0.0117283323128059,0.2522747408278396,-0.5061868243353715,0.48273015970975974,0.4814597263965218
cg10639687,-0.0950153345896207,0.4834162738903674,-1.0425112314147407,0.8524805622354993,0.42208995922712356
cg19707697,-0.0298983943391373,0.4161017181375235,-0.8454577618886834,0.7856609732104087,0.47135921974032857
cg12366082,-0.0075241384342264,0.2348722003509614,-0.4678736511221107,0.45282537425365793,0.4872220568987575
cg23825683,-0.0318055727157677,0.3070235554912024,-0.6335717414785244,0.569960596046989,0.4587460661086552
cg12211843,-0.0508300798082233,0.4968163935055452,-1.0245902110790919,0.9229300514626453,0.45925467433246037
cg08372364,0.0128193736722724,0.2073902603002855,-0.3936655365162872,0.41930428386083196,0.5246440468739283
cg03062698,-0.1091505026445919,0.4921894884313421,-1.0738418999700223,0.8555408946808385,0.4122483338226557
cg26615762,0.0064995066084389,0.3986418997713191,-0.7748386169433465,0.7878376301602243,0.5065041158911171
cg00091693,0.0383629002176775,0.4066850460917361,-0.7587397901221252,0.8354655905574803,0.5375767830036318
cg25548142,-0.005400476514349,0.2360044501726262,-0.46796919885269633,0.45716824582399834,0.49087182294876575
cg09137388,-0.0096762463874779,0.2383504810825035,-0.47684318930918473,0.45749069653422897,0.48380870179771085
cg02788879,-0.0202123058491245,0.2288740301787847,-0.4688054049995425,0.4283807933012935,0.4648143811922977
cg09466396,0.0003862395979082,0.3301773945709335,-0.6467614537611215,0.6475339329569378,0.5004666802554076
cg18508910,-0.0023306051043915,0.2458962818695112,-0.4842873175686334,0.47962610735985045,0.4962188814426831
cg07099833,-0.0291061981677833,0.350024984566074,-0.7151551679172883,0.6569427715817218,0.46686429378078176
cg25006077,-0.0524938807306935,0.3540209231032123,-0.7463748900129896,0.6413871285516026,0.44106128017940127
cg25572043,0.007664413980911,0.2432054010772927,-0.46901817213058267,0.48434700009240467,0.5125702502423297
cg07987101,-0.0278047823914188,0.2490579090987609,-0.5159582842249901,0.46034871944215255,0.4555544952018311
cg15818090,-0.0204360514583946,0.2373989970037072,-0.48573808558566073,0.4448659826688715,0.4657001624910646
cg11634487,-0.0086785386373653,0.2527225532434637,-0.5040147429945542,0.48665766571982355,0.4863029413168526
cg23402923,0.0175363042373588,0.3262046074200094,-0.6218247263058596,0.6568973347805771,0.5214362543967088
cg17048874,-0.115839617621025,0.5060395510646959,-1.107677137707829,0.8759979024657789,0.40946781821310163
cg26924005,-0.0193175703354792,0.4079718215364942,-0.8189423405470078,0.7803071998760494,0.4811170370965687
cg02318358,-0.0297005792486094,0.3328689929516838,-0.6821238054339096,0.6227226469366909,0.46445113887087086
cg14349785,-0.020442711258834,0.2283335534287557,-0.4679764759791952,0.42709105346152715,0.4643303420734215
cg24117712,-0.0216644238681245,0.2843023254457523,-0.5788969817417989,0.5355681340055499,0.4696291704988358
cg27520705,-0.0533460509558621,0.4007423722198743,-0.8388011005068157,0.7321089985950915,0.44705000246676074
cg11111377,-0.0467560818572438,0.3529688845165416,-0.7385750955096654,0.6450629317951778,0.44730818687185825
cg05411495,-0.0265135223177553,0.3513805002259475,-0.7152193027606124,0.6621922581251019,0.4699262293405211
cg15385409,-0.015337794309954,0.3256133964969759,-0.6535400514440267,0.6228644628241188,0.48121504620665634
cg23667730,-0.0488137822907719,0.3652896528962804,-0.7647815019674815,0.6671539373859376,0.4468474438285083
cg23119788,-0.0116756939157456,0.2514641682910583,-0.5045454637662198,0.4811940759347286,0.4814834259805647
cg05183249,-0.03899360525296,0.4446340306547762,-0.9104763053363214,0.8324890948304013,0.4650582741640812
cg00785632,-0.0127359802125751,0.2402242286940245,-0.4835754684528631,0.4581035080277129,0.47885916099578574
cg24810208,-0.0033377294797021,0.265450138032675,-0.5236200000237451,0.5169445410643408,0.4949838928934448
cg26335624,0.0120320596652289,0.4283903665059016,-0.8276130586863383,0.8516771780167961,0.5112034879142675
cg09095372,-0.0078937707523249,0.3386564766766869,-0.6716604650386312,0.6558729235339814,0.490701864627612
cg16202181,-0.0243441570154284,0.2316954453656076,-0.4784672299320193,0.42977891590116246,0.4581602748818836
cg21199453,-0.0170098083442822,0.3155928179184409,-0.6355717314644264,0.6015521147758619,0.478508231918903
cg24405683,-0.0141746810050586,0.4822521795189807,-0.9593889528622608,0.9310395908521436,0.488275707868719
cg13448572,-0.0399828956600739,0.3941978160877356,-0.8126106151920356,0.7326448238718879,0.45960515421318715
cg19336073,-0.0137724365319303,0.3990590780722118,-0.7959282295534654,0.7683833564896049,0.4862343271844449
cg23563008,-0.012578493337318,0.3868688709202222,-0.7708414803409535,0.7456844936663175,0.4870312418462708
cg08188894,0.0065612439655875,0.2409911415151522,-0.4657813934041108,0.4789038813352858,0.5108602924898645
cg25140607,0.0210902250266958,0.3188166474568323,-0.6037904039886955,0.6459708540420871,0.5263714271605617
cg14576603,-0.0199598038610098,0.2629815090528721,-0.5354035616046391,0.49548395388261945,0.4697500736693223
cg16184138,-0.030092806235499,0.2312493803435522,-0.48334159170886126,0.4231559792378633,0.4482312328008009
cg25128794,-0.073026149391979,0.4931525584346333,-1.0396051639238602,0.8935528651399022,0.441139721707719
cg17170619,-0.0122370771164203,0.2399508138888157,-0.48254067233849907,0.45806651810565846,0.47966344834756636
cg26934556,-0.0104768145416296,0.2486216305006904,-0.4977752103229827,0.47682158123972357,0.4831937084144622
cg24226732,0.0586995084356062,0.2649121900604878,-0.4605283840829498,0.5779274009541623,0.5876799633406716
cg18780257,0.0032728241086772,0.463875962669221,-0.9059240627229959,0.9124697109403503,0.5028146685451789
cg21852458,-0.0166504100585682,0.221897885448239,-0.4515702655371166,0.4182694454199802,0.47009289037111424
cg01472737,-0.0283079923586377,0.4889620527269361,-0.9866736157034324,0.930057630986157,0.4769165122464658
cg22036407,0.0176115891221321,0.2523195568630577,-0.4769347423294609,0.5121579205737251,0.5278230780822148
cg23430270,-0.0376296236375142,0.3098027155983465,-0.6448429462102733,0.5695836989352449,0.4516620876137537
cg07676047,-0.0297157374226517,0.5068871196716632,-1.0232144919791115,0.9637830171338082,0.47662580743724514
cg23194993,0.0024452670792028,0.3074071464040208,-0.600072739872678,0.6049632740310835,0.5031733489243104
cg21925889,-0.0108622906146459,0.2906498763019448,-0.5805360481664577,0.5588114669371658,0.4850940296056937
cg15254020,-0.0268929152531706,0.2976888589624784,-0.6103630788196283,0.556577248313287,0.46400891275952993
cg15948787,-0.1277891939977341,0.5069338216693198,-1.1213794844696008,0.8658010964741326,0.4004886108454061
cg17705149,0.0098760138922411,0.4382480816594352,-0.8490902261602518,0.868842253944734,0.5089894884160087
cg02380426,-0.0321836307738787,0.5347903477218744,-1.0803727123087525,1.016005450760995,0.4760061762467652
cg06621558,0.0043322416656782,0.2697838829455253,-0.5244441689075513,0.5331086522389078,0.5064060168256409
cg02818198,-0.0114282914177109,0.4088864273864714,-0.812845689095195,0.789989106259773,0.48885109703140694
cg12376071,-0.0054439162923202,0.4086780804128764,-0.8064529539015579,0.7955651213169175,0.49468592944697587
cg20950377,0.0061004680306289,0.3435360127421852,-0.6672301169440541,0.6794310530053119,0.5070839930419606
cg02502477,-0.0248290572490845,0.3948933275763616,-0.7988199792987531,0.7491618648005842,0.47493288084980034
cg12208019,-0.02166287058547,0.2489327262059352,-0.509571013949103,0.46624527277816297,0.46532661831907285
cg25632522,-0.0096536744346517,0.2457092520138243,-0.4912438083817473,0.4719364595124439,0.48432998239436587
cg11742734,-0.020978987622407,0.3008592889180902,-0.6106631939018639,0.5687052186570498,0.4722041898622549
cg14620758,0.0263242355089347,0.2999653417686576,-0.5616078343576342,0.6142563053755036,0.5349653270733756
cg08949408,-0.00333552572721,0.2340037151251614,-0.4619828073725264,0.45531175591810635,0.4943136066063939
cg11505771,-0.0752789263842529,0.4773570386484398,-1.0108987221351948,0.8603408693666891,0.4373468302130443
cg18708262,-0.0736114115989593,0.5038228529910664,-1.0611042034614495,0.9138813802635308,0.44191895693723704
cg20096021,0.0145965671910996,0.4739028402396967,-0.9142529996787059,0.943446134060905,0.5122857824593767
cg15894722,0.0051631840931548,0.2831620411112806,-0.5498344164849552,0.5601607846712647,0.5072739209425444
cg19184598,-0.0374589472489639,0.4431094407453794,-0.9059534511099075,0.8310355566119797,0.46631491860861896
cg19354346,-0.0210083800066967,0.498149750935412,-0.9973818918401042,0.9553651318267108,0.4831804647055439
cg22847253,-0.0075611139352026,0.2668933692188786,-0.5306721176042046,0.5155498897337993,0.4886994397956752
cg02138083,-0.0105729167964567,0.330132289881269,-0.657632204963744,0.6364863713708306,0.4872255373850024
cg01771997,0.0356688788078213,0.3227108218931822,-0.5968443321028157,0.6681820897184584,0.544005042469963
cg09079366,-0.0281738282329622,0.3638885150870611,-0.741395317803602,0.6850476613376776,0.4691429890586476
cg12045717,-0.0446255935200092,0.4542706502326479,-0.934996067975999,0.8457448809359807,0.46087256909236074
cg13176961,0.0339413011108195,0.4077255914714572,-0.7652008581732366,0.8330834603948756,0.5331718136266467
cg09824756,0.0202395005181174,0.2457628847843755,-0.46145575365925856,0.5019347546954933,0.5328173020394033
cg23865846,-0.0015924472073779,0.4667422396707699,-0.9164072369620869,0.913222342547331,0.4986388776635169
cg07980637,-0.0135074283420335,0.4113714899954063,-0.8197955487330297,0.7927806920489628,0.4869030395736412
cg07707172,-0.0247292819581197,0.3792558192794819,-0.7680706877459043,0.7186121238296648,0.4740054884838987
cg09595479,-0.0136442454398201,0.2697569210322182,-0.5423678106629678,0.5150793197833275,0.4798301881231688
cg23593195,-0.0029347812559939,0.2822689392119561,-0.5561819021114278,0.55031233959944,0.49585222789190886
cg18724695,-0.0340022107191145,0.408468409416131,-0.8346002931747312,0.7665958717365022,0.4668290882403774
cg17972351,-0.0268294227924988,0.22127604007674,-0.4605304613429092,0.40687161575791164,0.4517470426384743
cg16480381,-0.0003829278679138,0.2412877896583167,-0.47330699559821454,0.472541139862387,0.4993668720122787
cg21364331,-0.0119967677637397,0.3258965803696252,-0.6507540652882051,0.6267605297607257,0.4853176207393288
cg03190580,-0.0090819193721889,0.2924692392690018,-0.5823216283394325,0.5641577895950546,0.4876138104686526
cg16029913,-0.0435518012870817,0.3691422853334734,-0.7670706805406895,0.6799670779665261,0.4530413290899312
cg11577128,-0.0073871931682325,0.2317615360207043,-0.4616398037688129,0.4468654174323479,0.4872862218686447
cg00764129,-0.0209684863515462,0.2488739091787018,-0.5087613483418018,0.4668243756387093,0.46642745971307276
cg14852275,-0.0124070083490147,0.227363204331166,-0.45803888883810007,0.43322487214007066,0.4782408732376874
cg26607569,-0.0787946289593106,0.4811322784460082,-1.0218138947134867,0.8642246367948655,0.4349564354066714
cg16157644,-0.0983857191928405,0.4917542232706916,-1.062223996803396,0.8654525584177151,0.42071255854316514
cg20807047,-0.0255615443341988,0.2743752985275666,-0.5633371294482293,0.5122140407798318,0.4628871522522485
cg23613139,-0.0241857382851192,0.2311767108626742,-0.47729209157596064,0.4289206150057222,0.4583386191933989
cg13901789,-0.0262908803438606,0.265138109896594,-0.5459615757411848,0.4933798150534635,0.4605059381947617
cg22239755,-0.0271636647584565,0.3009208698198249,-0.6169685696053133,0.5626412400884002,0.46403693987718186
cg09499172,0.00931747065349,0.3896113678290919,-0.7543208102915301,0.77295575159851,0.5095397080584894
cg25156086,-0.0187180675614079,0.271223373119481,-0.5503158788755907,0.5128797437527749,0.4724894466682906
cg22666439,-0.0239995201562223,0.2323953089441735,-0.4794943256868024,0.4314952853743578,0.4588742457624715
cg01633443,-0.014128236133832,0.2795891713604196,-0.5621230120002544,0.5338665397325905,0.47984917334564536
cg08657599,-0.0067902287917702,0.1962908208178642,-0.39152023759478405,0.3779397800112436,0.4862022626793344
cg04335591,-0.0738763885303372,0.455120817739451,-0.9659131912996611,0.8181604142389868,0.43552591435078547
cg20463846,-0.0037653530780473,0.2885895504216562,-0.5694008719044934,0.5618701657483989,0.49479497465434863
cg19327674,0.0340406478340459,0.3837542451436224,-0.718117672647454,0.7861989683155458,0.5353415384576957
cg14202477,-0.0182859644840624,0.4368453978254896,-0.874502944222022,0.8379310152538972,0.4833055021580249
cg22413161,-0.0582202786771297,0.3265117973844227,-0.6981834015505981,0.5817428441963388,0.429239810899384
cg06999458,-0.0389600670276788,0.3427629193782708,-0.7107753890090897,0.632855254953732,0.4547517720529506
cg09709853,-0.0180550560911161,0.2407353290672604,-0.48989630106294646,0.4537861888807142,0.47010751060541656
cg12908952,-0.018733128246123,0.2228236626347638,-0.45546750701026006,0.41800125051801407,0.46649977654506447
cg11828445,-0.0324254817171491,0.3762407146586607,-0.7698572824481241,0.7050063190138259,0.4656605480723257
cg02809805,-0.0202097338800256,0.2743358533400633,-0.5579080064265496,0.5174885386664985,0.47063733860773627
cg09441849,0.0212616949188389,0.2264741719995043,-0.4226276822001895,0.46515107203786726,0.5373982848514613
cg24980230,-0.0205238880576184,0.3254228688228328,-0.6583527109503706,0.6173049348351338,0.4748560328621023
cg06191504,-0.0147342524996076,0.2552373738709534,-0.5149995052866763,0.4855310002874611,0.4769827864575741
cg18610147,-0.0103515852089597,0.2378960479509768,-0.4766278391928742,0.45592466877495486,0.4826462766699794
cg18407212,-0.0400293911254257,0.5446974109389792,-1.1076363165658247,1.0275775343149733,0.47070840865604713
cg03957712,0.0044282494257393,0.2380768105917517,-0.46220229933409407,0.4710587981855726,0.5074199333440212
cg15927093,-0.0263091220585225,0.2677149838432207,-0.5510304903912351,0.49841224627419006,0.46085780690080747
cg24777244,-0.0271866248003954,0.4337087221077255,-0.8772557201315373,0.8228824705307466,0.47500904421370616
cg02863109,-0.0315083278011686,0.500303289443043,-1.0121027751095328,0.9490861195071957,0.4748918306561247
cg17290340,-0.0327212226329047,0.3429747179793523,-0.7049516698724352,0.6395092246066258,0.46199689698654933
cg17123702,0.0549385222644069,0.3732107654320202,-0.6765545779823527,0.7864316225111665,0.5585149262680537
cg22079219,-0.0051216795086085,0.289185247505805,-0.5719247646199863,0.5616814056027692,0.49293481355819857
cg25243958,0.0198913719565296,0.4744280621772834,-0.9099876299109458,0.949770373824005,0.5167215761273796
cg00564054,-0.0246203238922638,0.303831491991417,-0.6201300481954412,0.5708894004109136,0.4677079241768244
cg10033233,-0.0203662980626955,0.2377872360127746,-0.4864292806477337,0.4456966845223427,0.4658726238205063
cg00976065,0.0511112220290614,0.2944141191927325,-0.5259404515886944,0.6281628956468172,0.5689113265788386
cg20051624,-0.0393194280416539,0.4130242506291936,-0.8488469592748734,0.7702081031915656,0.4620784471269145
cg00929113,-0.0059066821838277,0.2089825635780844,-0.4155125067968731,0.40369914242921767,0.4887257983750348
cg10485227,-0.0276501440970661,0.4758502662406501,-0.9603166659287402,0.905016377734608,0.4768317723978529
cg00634704,-0.0015175538521733,0.258887335836283,-0.508936732091288,0.5059016243869413,0.4976614811019825
cg07213500,-0.1056162108792442,0.515629157014758,-1.1162493586281699,0.9050169368696814,0.4188525565026241
cg01242319,-0.0200435596237608,0.2126886654073806,-0.4369133438222268,0.3968262245747052,0.4624596665802454
cg11339341,-2.799722676996158e-06,0.2897143646265183,-0.5678429543906528,0.5678373549452987,0.4999961447277539
cg12500874,-0.0278122398620198,0.4073535042367708,-0.8262251081660905,0.770600628442051,0.4727831871473578
cg19057480,-0.0103566156942416,0.4046843142044117,-0.8035378715348885,0.7828246401464053,0.4897914478561063
cg02894112,0.0140174104452351,0.4987528318724862,-0.9635381400248378,0.991572960915308,0.5112107665875094
cg09861427,-0.0221101182015824,0.323161827419863,-0.6555072999445138,0.6112870635413491,0.472726406965317
cg17687367,0.0402766921344426,0.4495785918565146,-0.840897347904326,0.9214507321732113,0.535692552891234
cg11392697,-0.0047654939046952,0.2516975009026194,-0.4980925956738292,0.48856160786443875,0.49244711044456435
cg25382102,-0.0023968789412997,0.3539702360700765,-0.6961785416386496,0.6913847837560502,0.4972986173811045
cg12506731,-0.0726934395368776,0.3431537291751073,-0.7452747487200878,0.5998878696463327,0.4161162107376789
cg06444388,-0.0141325007148153,0.4257838234793146,-0.8486687947342719,0.8204037933046413,0.48676084742659864
cg13369534,0.0192603075463164,0.4863490876882753,-0.9339839043227032,0.9725045194153359,0.5157947105713717
cg15243979,-0.0096481115645804,0.2388739424226016,-0.47784103871287953,0.45854481558371873,0.48389111292543063
cg16573177,0.0044425111827116,0.2644027289035651,-0.513786837468276,0.5226718598336991,0.5067027377633195
cg14918082,-0.0124999344519881,0.412552497745967,-0.8211028300340834,0.7961029611301073,0.48791429093479044
cg23449696,-0.0403762267494261,0.5240102608399361,-1.0674363379957008,0.9866838844968486,0.4692909461303806
cg13616253,-0.0466343476322472,0.4838812567522373,-0.9950416108666322,0.9017729156021379,0.46161113416906596
cg07021219,0.0090713926987664,0.2715062022478512,-0.523080763707022,0.5412235491045548,0.5133267264353859
cg05299242,-0.0534440674809048,0.378841570198826,-0.7959735450706038,0.6890854101087942,0.4439063965763489
cg04211240,-0.0482594497983567,0.5018705099629885,-1.0319256493258142,0.9354067497291008,0.4616970805486803
cg06800074,-0.0312000432608213,0.4338061949244164,-0.8814601853126774,0.8190600987910349,0.47133214312351035
cg22509731,0.0054301800692253,0.4604607954494689,-0.8970729790117337,0.9079333391501844,0.5047045877287719
cg20485144,-0.0127227743750704,0.2696368671685733,-0.5412110340254741,0.5157654852753333,0.48118295212917406
cg16847788,-0.0994219586957354,0.4800948907984047,-1.0404079446606087,0.8415640272691378,0.4179705115236717
cg26422625,-0.0111145177381702,0.2890030168261089,-0.5775604307173436,0.5553313952410033,0.4846612041333167
cg08629289,-0.0230293330404439,0.311472400515237,-0.6335152380503084,0.5874565719694207,0.47053025967789963
cg05304748,-0.0160126689576602,0.2508393110342738,-0.5076577185848369,0.47563238066951646,0.47455026246868615
cg11832449,-0.020586037271123,0.2271897501634016,-0.4658779475913901,0.4247058730491441,0.46390058882144547
cg20998727,-0.0291610602127295,0.3983795115500522,-0.8099849028508317,0.7516627824253728,0.47082380282217284
cg24655241,-0.0200498329340437,0.442356216518685,-0.8870680173106663,0.8469683514425789,0.4819240966835028
cg25473942,-0.034703908427468,0.4555152122904667,-0.9275137245167827,0.8581059076618468,0.46963553723880336
cg24104428,-0.0013311714248954,0.2323945593284329,-0.4568245077086239,0.45416216485883304,0.4977148446963646
cg09414647,0.0221528535735262,0.4592014054183042,-0.8778819010463499,0.9221876081934024,0.5192383625339375
cg06569016,-0.0472697376897245,0.4925585221181264,-1.012684441041252,0.9181449656618031,0.4617730893491313
cg16848873,-0.0423097742668558,0.3944078756363794,-0.8153492105141594,0.7307296619804479,0.45728574106696485
cg06519243,-0.0386572684217354,0.4857878678647851,-0.9908014894367143,0.9134869525932434,0.46828706753958205
cg00595237,-0.0277264155455975,0.3880916798938346,-0.7883861081375133,0.7329332770463183,0.471522612790476
cg07002540,0.0083585006022584,0.3790786320608453,-0.7346356182369984,0.7513526194415152,0.5087957717178138
cg16278638,-0.049288728595112,0.4796160644786219,-0.9893362149732109,0.8907587577829869,0.4590739281015017
cg13435787,-0.0229580969415062,0.2296752452200574,-0.47312157757281864,0.42720538368980626,0.4601884566416814
cg19449076,-0.0492243822025097,0.4566692574609055,-0.9442961268258844,0.845847362420865,0.4570811352032851
cg18763039,-0.0401085399770486,0.4462381115910826,-0.9147352386955705,0.8345181587414734,0.4641907009116961
cg18291097,0.0053909940372577,0.2757106575448173,-0.5350018947505841,0.5457838828250996,0.5078000554582123
cg00411555,-0.0255393664554483,0.4632697721005498,-0.9335481197725259,0.8824693868616293,0.47801804648447765
cg02913140,-0.0469975585643443,0.2799161971856307,-0.5956333050481805,0.5016381879194919,0.43333149634053036
cg01151827,-0.0106723497613862,0.2702395512209647,-0.540341870154477,0.5189971706317046,0.4842489929321657
cg13892986,-0.0258090399805895,0.301981388547309,-0.6176925615333151,0.5660744815721361,0.4659455957396369
cg17244190,-0.0199879197067979,0.2308493616765606,-0.4724526685928567,0.43247682917926084,0.4655009912931415
cg13415597,-0.0137644216392129,0.235015877691026,-0.4743955419136238,0.44686669863519807,0.47664807975520085
cg14873499,-0.1112211544616456,0.5181898496594008,-1.1268732597940714,0.9044309508707801,0.41502634605391486
cg22776920,-0.0165891651077205,0.2338643216030282,-0.4749632354496558,0.44178490523421476,0.4717247447042979
cg14669524,-0.0026337701037451,0.2289703352280025,-0.45141562715063,0.4461480869431398,0.4954111999695001
cg19208044,-0.0683474926298031,0.4838453644317413,-1.016684406916016,0.8799894216564098,0.4438326850999339
cg02070745,-0.0204928246794882,0.3043341679214179,-0.6169877938054672,0.5760021444464908,0.47315687472014234
cg24978660,-0.0246950840284269,0.345991215944321,-0.702837867279296,0.6534476992224422,0.4715496978467508
